Pickup Branch,Commune EN,Commune Khmer,Phone,Branch Code,Branch EN,Branch Khmer,Type,Status,Search Text
SPEA011,Rung Roeang,Rung Roeang,0883539111,SPE,Kampong Speu,Kampong Speu,Authorized Dealer/ Authorized Agent,In effect,SPEA011 | Rung Roeang | Rung Roeang | 0883539111 | SPE | Kampong Speu | Kampong Speu
SPEA012,Amleang,Amleang,0718570111,SPE,Kampong Speu,Kampong Speu,Authorized Dealer/ Authorized Agent,In effect,SPEA012 | Amleang | Amleang | 0718570111 | SPE | Kampong Speu | Kampong Speu
SPEA013,Skuh,Skuh,0887393401,SPE,Kampong Speu,Kampong Speu,Authorized Dealer/ Authorized Agent,In effect,SPEA013 | Skuh | Skuh | 0887393401 | SPE | Kampong Speu | Kampong Speu
SPEA014,Chambak,Chambak,067309697,SPE,Kampong Speu,Kampong Speu,Authorized Dealer/ Authorized Agent,In effect,SPEA014 | Chambak | Chambak | 067309697 | SPE | Kampong Speu | Kampong Speu
SPEA015,Roleang Kreul 01,Roleang Kreul 01,0979207902,SPE,Kampong Speu,Kampong Speu,Authorized Dealer/ Authorized Agent,In effect,SPEA015 | Roleang Kreul 01 | Roleang Kreul 01 | 0979207902 | SPE | Kampong Speu | Kampong Speu
SPEA016,Roka Kaoh 02,Roka Kaoh 02,0979028751,SPE,Kampong Speu,Kampong Speu,Authorized Dealer/ Authorized Agent,In effect,SPEA016 | Roka Kaoh 02 | Roka Kaoh 02 | 0979028751 | SPE | Kampong Speu | Kampong Speu
SPEA017,Khsem Khsan,Khsem Khsan,0319173555,SPE,Kampong Speu,Kampong Speu,Authorized Dealer/ Authorized Agent,In effect,SPEA017 | Khsem Khsan | Khsem Khsan | 0319173555 | SPE | Kampong Speu | Kampong Speu
SPEA018,Pheakdei,Pheakdei,0978894333,SPE,Kampong Speu,Kampong Speu,Authorized Dealer/ Authorized Agent,In effect,SPEA018 | Pheakdei | Pheakdei | 0978894333 | SPE | Kampong Speu | Kampong Speu
SPEA019,Prey Kmeng,Prey Kmeng,0719000076,SPE,Kampong Speu,Kampong Speu,Authorized Dealer/ Authorized Agent,In effect,SPEA019 | Prey Kmeng | Prey Kmeng | 0719000076 | SPE | Kampong Speu | Kampong Speu
SPEA021,Tang Krouch,Tang Krouch,090240230,SPE,Kampong Speu,Kampong Speu,Authorized Dealer/ Authorized Agent,In effect,SPEA021 | Tang Krouch | Tang Krouch | 090240230 | SPE | Kampong Speu | Kampong Speu
SPEA022,Voa Sar,Voa Sar,0716368844,SPE,Kampong Speu,Kampong Speu,Authorized Dealer/ Authorized Agent,In effect,SPEA022 | Voa Sar | Voa Sar | 0716368844 | SPE | Kampong Speu | Kampong Speu
SPEA023,Trapeang Chou,Trapeang Chou,0979744416,SPE,Kampong Speu,Kampong Speu,Authorized Dealer/ Authorized Agent,In effect,SPEA023 | Trapeang Chou | Trapeang Chou | 0979744416 | SPE | Kampong Speu | Kampong Speu
SPEA025,Tang Sya,Tang Sya,0976668600,SPE,Kampong Speu,Kampong Speu,Authorized Dealer/ Authorized Agent,In effect,SPEA025 | Tang Sya | Tang Sya | 0976668600 | SPE | Kampong Speu | Kampong Speu
SPEA026,Ta Sal,Ta Sal,0972572737,SPE,Kampong Speu,Kampong Speu,Authorized Dealer/ Authorized Agent,In effect,SPEA026 | Ta Sal | Ta Sal | 0972572737 | SPE | Kampong Speu | Kampong Speu
SPEA027,Ou,Ou,0718952758,SPE,Kampong Speu,Kampong Speu,Authorized Dealer/ Authorized Agent,In effect,SPEA027 | Ou | Ou | 0718952758 | SPE | Kampong Speu | Kampong Speu
SPEA028,Veang Chas,Veang Chas,090888506,SPE,Kampong Speu,Kampong Speu,Authorized Dealer/ Authorized Agent,In effect,SPEA028 | Veang Chas | Veang Chas | 090888506 | SPE | Kampong Speu | Kampong Speu
SPEA029,Sangkae Satob,Sangkae Satob,0889342916,SPE,Kampong Speu,Kampong Speu,Authorized Dealer/ Authorized Agent,In effect,SPEA029 | Sangkae Satob | Sangkae Satob | 0889342916 | SPE | Kampong Speu | Kampong Speu
SPEA031,Krang Khnong,Krang Khnong,0975566365,SPE,Kampong Speu,Kampong Speu,Authorized Dealer/ Authorized Agent,In effect,SPEA031 | Krang Khnong | Krang Khnong | 0975566365 | SPE | Kampong Speu | Kampong Speu
SPEA032,Roleang Kreul 02,Roleang Kreul 02,0974122355,SPE,Kampong Speu,Kampong Speu,Authorized Dealer/ Authorized Agent,In effect,SPEA032 | Roleang Kreul 02 | Roleang Kreul 02 | 0974122355 | SPE | Kampong Speu | Kampong Speu
SPEP001,Chbar Mon,Chbar Mon,0715554858,SPE,Kampong Speu,Kampong Speu,Post office,In effect,SPEP001 | Chbar Mon | Chbar Mon | 0715554858 | SPE | Kampong Speu | Kampong Speu
SPES001,Rokar Thum,Rokar Thum,,SPE,Kampong Speu,Kampong Speu,Post office,In effect,SPES001 | Rokar Thum | Rokar Thum | SPE | Kampong Speu | Kampong Speu
SPES002,Snam Krapeu,Snam Krapeu,,SPE,Kampong Speu,Kampong Speu,Post office,In effect,SPES002 | Snam Krapeu | Snam Krapeu | SPE | Kampong Speu | Kampong Speu
STUA001,Sekong,Sekong,0718149159,STU,Stung Treng,Stung Treng,Authorized Dealer/ Authorized Agent,In effect,STUA001 | Sekong | Sekong | 0718149159 | STU | Stung Treng | Stung Treng
STUA002,Siem Bouk 01,Siem Bouk 01,0884737897,STU,Stung Treng,Stung Treng,Authorized Dealer/ Authorized Agent,In effect,STUA002 | Siem Bouk 01 | Siem Bouk 01 | 0884737897 | STU | Stung Treng | Stung Treng
STUA003,Ou Svay,Ou Svay,0888713860,STU,Stung Treng,Stung Treng,Authorized Dealer/ Authorized Agent,In effect,STUA003 | Ou Svay | Ou Svay | 0888713860 | STU | Stung Treng | Stung Treng
STUA004,Kbal Romeas 01,Kbal Romeas 01,0979115186,STU,Stung Treng,Stung Treng,Authorized Dealer/ Authorized Agent,In effect,STUA004 | Kbal Romeas 01 | Kbal Romeas 01 | 0979115186 | STU | Stung Treng | Stung Treng
STUA006,Siem Bouk 02,Siem Bouk 02,0974769888,STU,Stung Treng,Stung Treng,Authorized Dealer/ Authorized Agent,In effect,STUA006 | Siem Bouk 02 | Siem Bouk 02 | 0974769888 | STU | Stung Treng | Stung Treng
STUA007,Phluk,Phluk,0718796868,STU,Stung Treng,Stung Treng,Authorized Dealer/ Authorized Agent,In effect,STUA007 | Phluk | Phluk | 0718796868 | STU | Stung Treng | Stung Treng
STUA008,Kbal Romeas 02,Kbal Romeas 02,0889899074,STU,Stung Treng,Stung Treng,Authorized Dealer/ Authorized Agent,In effect,STUA008 | Kbal Romeas 02 | Kbal Romeas 02 | 0889899074 | STU | Stung Treng | Stung Treng
STUA009,Anlung Chrey,Anlung Chrey,0887515877,STU,Stung Treng,Stung Treng,Authorized Dealer/ Authorized Agent,In effect,STUA009 | Anlung Chrey | Anlung Chrey | 0887515877 | STU | Stung Treng | Stung Treng
STUA010,Preah Rumkel,Preah Rumkel,0889099904,STU,Stung Treng,Stung Treng,Authorized Dealer/ Authorized Agent,In effect,STUA010 | Preah Rumkel | Preah Rumkel | 0889099904 | STU | Stung Treng | Stung Treng
STUS001,Stueng Traeng,Stueng Traeng,,STU,Stung Treng,Stung Treng,Post office,In effect,STUS001 | Stueng Traeng | Stueng Traeng | STU | Stung Treng | Stung Treng
SVAA001,Khsaet,Khsaet,0975390008,SVA,Svay Rieng,Svay Rieng,Authorized Dealer/ Authorized Agent,In effect,SVAA001 | Khsaet | Khsaet | 0975390008 | SVA | Svay Rieng | Svay Rieng
SVAA002,Kokir,Kokir,0974595363,SVA,Svay Rieng,Svay Rieng,Authorized Dealer/ Authorized Agent,In effect,SVAA002 | Kokir | Kokir | 0974595363 | SVA | Svay Rieng | Svay Rieng
SVAA003,Ang Prasrae,Ang Prasrae,0716431779,SVA,Svay Rieng,Svay Rieng,Authorized Dealer/ Authorized Agent,In effect,SVAA003 | Ang Prasrae | Ang Prasrae | 0716431779 | SVA | Svay Rieng | Svay Rieng
SVAA004,Kampong Chak,Kampong Chak,0977281916,SVA,Svay Rieng,Svay Rieng,Authorized Dealer/ Authorized Agent,In effect,SVAA004 | Kampong Chak | Kampong Chak | 0977281916 | SVA | Svay Rieng | Svay Rieng
SVAA005,Bati,Bati,0979151383,SVA,Svay Rieng,Svay Rieng,Authorized Dealer/ Authorized Agent,In effect,SVAA005 | Bati | Bati | 0979151383 | SVA | Svay Rieng | Svay Rieng
SVAA006,Samraong,Samraong,0973077882,SVA,Svay Rieng,Svay Rieng,Authorized Dealer/ Authorized Agent,In effect,SVAA006 | Samraong | Samraong | 0973077882 | SVA | Svay Rieng | Svay Rieng
SVAA007,Kruos,Kruos,0884779853,SVA,Svay Rieng,Svay Rieng,Authorized Dealer/ Authorized Agent,In effect,SVAA007 | Kruos | Kruos | 0884779853 | SVA | Svay Rieng | Svay Rieng
SVAA008,Chantrei,Chantrei,0714023030,SVA,Svay Rieng,Svay Rieng,Authorized Dealer/ Authorized Agent,In effect,SVAA008 | Chantrei | Chantrei | 0714023030 | SVA | Svay Rieng | Svay Rieng
SVAA009,Doun Sa,Doun Sa,0714743388,SVA,Svay Rieng,Svay Rieng,Authorized Dealer/ Authorized Agent,In effect,SVAA009 | Doun Sa | Doun Sa | 0714743388 | SVA | Svay Rieng | Svay Rieng
SVAA010,Kampong Trach,Kampong Trach,0717678881,SVA,Svay Rieng,Svay Rieng,Authorized Dealer/ Authorized Agent,In effect,SVAA010 | Kampong Trach | Kampong Trach | 0717678881 | SVA | Svay Rieng | Svay Rieng
SVAA011,Sambat Mean Chey,Sambat Mean Chey,0712255771,SVA,Svay Rieng,Svay Rieng,Authorized Dealer/ Authorized Agent,In effect,SVAA011 | Sambat Mean Chey | Sambat Mean Chey | 0712255771 | SVA | Svay Rieng | Svay Rieng
SVAA012,Doung,Doung,0976954441,SVA,Svay Rieng,Svay Rieng,Authorized Dealer/ Authorized Agent,In effect,SVAA012 | Doung | Doung | 0976954441 | SVA | Svay Rieng | Svay Rieng
SVAA013,Chres,Chres,0977050535,SVA,Svay Rieng,Svay Rieng,Authorized Dealer/ Authorized Agent,In effect,SVAA013 | Chres | Chres | 0977050535 | SVA | Svay Rieng | Svay Rieng
SVAA014,Mream,Mream,0979255956,SVA,Svay Rieng,Svay Rieng,Authorized Dealer/ Authorized Agent,In effect,SVAA014 | Mream | Mream | 0979255956 | SVA | Svay Rieng | Svay Rieng
SVAA015,Svay Thum,Svay Thum,0887241333,SVA,Svay Rieng,Svay Rieng,Authorized Dealer/ Authorized Agent,In effect,SVAA015 | Svay Thum | Svay Thum | 0887241333 | SVA | Svay Rieng | Svay Rieng
SVAA016,Pou Reach,Pou Reach,0888787630,SVA,Svay Rieng,Svay Rieng,Authorized Dealer/ Authorized Agent,In effect,SVAA016 | Pou Reach | Pou Reach | 0888787630 | SVA | Svay Rieng | Svay Rieng
SVAA017,Chrey Thum,Chrey Thum,0887666963,SVA,Svay Rieng,Svay Rieng,Authorized Dealer/ Authorized Agent,In effect,SVAA017 | Chrey Thum | Chrey Thum | 0887666963 | SVA | Svay Rieng | Svay Rieng
SVAA018,Koki Saom,Koki Saom,0974444011,SVA,Svay Rieng,Svay Rieng,Authorized Dealer/ Authorized Agent,In effect,SVAA018 | Koki Saom | Koki Saom | 0974444011 | SVA | Svay Rieng | Svay Rieng
SVAP001,Svay Rieng,Svay Rieng,0979938909,SVA,Svay Rieng,Svay Rieng,Post office,In effect,SVAP001 | Svay Rieng | Svay Rieng | 0979938909 | SVA | Svay Rieng | Svay Rieng
SVAS001,Svay Rieng,Svay Rieng,,SVA,Svay Rieng,Svay Rieng,Post office,In effect,SVAS001 | Svay Rieng | Svay Rieng | SVA | Svay Rieng | Svay Rieng
SVAS002,Bavet,Bavet,,SVA,Svay Rieng,Svay Rieng,Post office,In effect,SVAS002 | Bavet | Bavet | SVA | Svay Rieng | Svay Rieng
SVAS003,Chrak Mtes,Chrak Mtes,,SVA,Svay Rieng,Svay Rieng,Post office,In effect,SVAS003 | Chrak Mtes | Chrak Mtes | SVA | Svay Rieng | Svay Rieng
SVAS004,Kampong Trach,Kampong Trach,,SVA,Svay Rieng,Svay Rieng,Post office,In effect,SVAS004 | Kampong Trach | Kampong Trach | SVA | Svay Rieng | Svay Rieng
TAKA001,Ou Saray,Ou Saray,0979577757,TAK,Takeo,Takeo,Authorized Dealer/ Authorized Agent,In effect,TAKA001 | Ou Saray | Ou Saray | 0979577757 | TAK | Takeo | Takeo
TAKA002,Sun Chanchav,Sun Chanchav,0979997422,TAK,Takeo,Takeo,Authorized Dealer/ Authorized Agent,In effect,TAKA002 | Sun Chanchav | Sun Chanchav | 0979997422 | TAK | Takeo | Takeo
TAKA003,Trapeang Kranhung,Trapeang Kranhung,090464768,TAK,Takeo,Takeo,Authorized Dealer/ Authorized Agent,In effect,TAKA003 | Trapeang Kranhung | Trapeang Kranhung | 090464768 | TAK | Takeo | Takeo
TAKA004,Tram Kak,Tram Kak,0978347373,TAK,Takeo,Takeo,Authorized Dealer/ Authorized Agent,In effect,TAKA004 | Tram Kak | Tram Kak | 0978347373 | TAK | Takeo | Takeo
TAKA005,Romenh 01,Romenh 01,0882509797,TAK,Takeo,Takeo,Authorized Dealer/ Authorized Agent,In effect,TAKA005 | Romenh 01 | Romenh 01 | 0882509797 | TAK | Takeo | Takeo
TAKA006,Sambuor,Sambuor,0974442250,TAK,Takeo,Takeo,Authorized Dealer/ Authorized Agent,In effect,TAKA006 | Sambuor | Sambuor | 0974442250 | TAK | Takeo | Takeo
TAKA007,Angkanh,Angkanh,0716073334,TAK,Takeo,Takeo,Authorized Dealer/ Authorized Agent,In effect,TAKA007 | Angkanh | Angkanh | 0716073334 | TAK | Takeo | Takeo
TAKA008,Khvav,Khvav,0973335986,TAK,Takeo,Takeo,Authorized Dealer/ Authorized Agent,In effect,TAKA008 | Khvav | Khvav | 0973335986 | TAK | Takeo | Takeo
TAKA009,Kouk Pou,Kouk Pou,0715926060,TAK,Takeo,Takeo,Authorized Dealer/ Authorized Agent,In effect,TAKA009 | Kouk Pou | Kouk Pou | 0715926060 | TAK | Takeo | Takeo
TAKA010,Krapum Chhuk,Krapum Chhuk,0314792525,TAK,Takeo,Takeo,Authorized Dealer/ Authorized Agent,In effect,TAKA010 | Krapum Chhuk | Krapum Chhuk | 0314792525 | TAK | Takeo | Takeo
TAKA011,Prey Rumdeng,Prey Rumdeng,0977969632,TAK,Takeo,Takeo,Authorized Dealer/ Authorized Agent,In effect,TAKA011 | Prey Rumdeng | Prey Rumdeng | 0977969632 | TAK | Takeo | Takeo
TAKA012,Keom Leang,Keom Leang,0883003500,TAK,Takeo,Takeo,Authorized Dealer/ Authorized Agent,In effect,TAKA012 | Keom Leang | Keom Leang | 0883003500 | TAK | Takeo | Takeo
TAKA013,Phnum Den,Phnum Den,0719966622,TAK,Takeo,Takeo,Authorized Dealer/ Authorized Agent,In effect,TAKA013 | Phnum Den | Phnum Den | 0719966622 | TAK | Takeo | Takeo
TAKA014,Prey Phdau,Prey Phdau,068565053,TAK,Takeo,Takeo,Authorized Dealer/ Authorized Agent,In effect,TAKA014 | Prey Phdau | Prey Phdau | 068565053 | TAK | Takeo | Takeo
TAKA015,Romenh 02,Romenh 02,0718199971,TAK,Takeo,Takeo,Authorized Dealer/ Authorized Agent,In effect,TAKA015 | Romenh 02 | Romenh 02 | 0718199971 | TAK | Takeo | Takeo
TAKA016,Angkor Borei,Angkor Borei,0882456600,TAK,Takeo,Takeo,Authorized Dealer/ Authorized Agent,In effect,TAKA016 | Angkor Borei | Angkor Borei | 0882456600 | TAK | Takeo | Takeo
TAKA017,Chea Ran,Chea Ran,0973252226,TAK,Takeo,Takeo,Authorized Dealer/ Authorized Agent,In effect,TAKA017 | Chea Ran | Chea Ran | 0973252226 | TAK | Takeo | Takeo
TAKA018,Doung Khpos,Doung Khpos,0716504365,TAK,Takeo,Takeo,Authorized Dealer/ Authorized Agent,In effect,TAKA018 | Doung Khpos | Doung Khpos | 0716504365 | TAK | Takeo | Takeo
TAKA019,Lumchang,Lumchang,0884366010,TAK,Takeo,Takeo,Authorized Dealer/ Authorized Agent,In effect,TAKA019 | Lumchang | Lumchang | 0884366010 | TAK | Takeo | Takeo
TAKA020,Prey Khla,Prey Khla,068596596,TAK,Takeo,Takeo,Authorized Dealer/ Authorized Agent,In effect,TAKA020 | Prey Khla | Prey Khla | 068596596 | TAK | Takeo | Takeo
TAKA022,Kandoeng,Kandoeng,060976777,TAK,Takeo,Takeo,Authorized Dealer/ Authorized Agent,In effect,TAKA022 | Kandoeng | Kandoeng | 060976777 | TAK | Takeo | Takeo
TAKA023,Ye Sopheak,Ye Sopheak,0978900095,TAK,Takeo,Takeo,Authorized Dealer/ Authorized Agent,In effect,TAKA023 | Ye Sopheak | Ye Sopheak | 0978900095 | TAK | Takeo | Takeo
TAKA024,Ta Ou,Ta Ou,0889879540,TAK,Takeo,Takeo,Authorized Dealer/ Authorized Agent,In effect,TAKA024 | Ta Ou | Ta Ou | 0889879540 | TAK | Takeo | Takeo
TAKA025,Ang Ta Saom,Ang Ta Saom,0312850101,TAK,Takeo,Takeo,Authorized Dealer/ Authorized Agent,In effect,TAKA025 | Ang Ta Saom | Ang Ta Saom | 0312850101 | TAK | Takeo | Takeo
TAKA026,Prey Ampok,Prey Ampok,0972726725,TAK,Takeo,Takeo,Authorized Dealer/ Authorized Agent,In effect,TAKA026 | Prey Ampok | Prey Ampok | 0972726725 | TAK | Takeo | Takeo
TAKA027,Preah Bat Choan Chum,Preah Bat Choan Chum,0888831888,TAK,Takeo,Takeo,Authorized Dealer/ Authorized Agent,In effect,TAKA027 | Preah Bat Choan Chum | Preah Bat Choan Chum | 0888831888 | TAK | Takeo | Takeo
TAKA028,Borei Chulsar,Borei Chulsar,0717077780,TAK,Takeo,Takeo,Authorized Dealer/ Authorized Agent,In effect,TAKA028 | Borei Chulsar | Borei Chulsar | 0717077780 | TAK | Takeo | Takeo
TAKA031,Ba Srae,Ba Srae,0889666094,TAK,Takeo,Takeo,Authorized Dealer/ Authorized Agent,In effect,TAKA031 | Ba Srae | Ba Srae | 0889666094 | TAK | Takeo | Takeo
TAKA032,Roka Krau,Roka Krau,0887333393,TAK,Takeo,Takeo,Authorized Dealer/ Authorized Agent,In effect,TAKA032 | Roka Krau | Roka Krau | 0887333393 | TAK | Takeo | Takeo
TAKA033,Prey Kabbas,Prey Kabbas,0976304505,TAK,Takeo,Takeo,Authorized Dealer/ Authorized Agent,In effect,TAKA033 | Prey Kabbas | Prey Kabbas | 0976304505 | TAK | Takeo | Takeo
TAKP001,Doun Kaev,Doun Kaev,0885749816,TAK,Takeo,Takeo,Post office,In effect,TAKP001 | Doun Kaev | Doun Kaev | 0885749816 | TAK | Takeo | Takeo
TAKS001,Roka Krau,Roka Krau,,TAK,Takeo,Takeo,Post office,In effect,TAKS001 | Roka Krau | Roka Krau | TAK | Takeo | Takeo
TAKS002,Ang Ta Saom,Ang Ta Saom,,TAK,Takeo,Takeo,Post office,In effect,TAKS002 | Ang Ta Saom | Ang Ta Saom | TAK | Takeo | Takeo
TAKS003,Trapeang Sab,Trapeang Sab,,TAK,Takeo,Takeo,Post office,In effect,TAKS003 | Trapeang Sab | Trapeang Sab | TAK | Takeo | Takeo
TAKS004,Preah Bat Choan Chum,Preah Bat Choan Chum,,TAK,Takeo,Takeo,Post office,In effect,TAKS004 | Preah Bat Choan Chum | Preah Bat Choan Chum | TAK | Takeo | Takeo
TBKA001,Peus Mouy,Peus Mouy,068737348,TBK,Tboung Khmum,Tboung Khmum,Authorized Dealer/ Authorized Agent,In effect,TBKA001 | Peus Mouy | Peus Mouy | 068737348 | TBK | Tboung Khmum | Tboung Khmum
TBKA002,Tramung,Tramung,0885963596,TBK,Tboung Khmum,Tboung Khmum,Authorized Dealer/ Authorized Agent,In effect,TBKA002 | Tramung | Tramung | 0885963596 | TBK | Tboung Khmum | Tboung Khmum
TBKA004,Choam Kravien,Choam Kravien,0712266338,TBK,Tboung Khmum,Tboung Khmum,Authorized Dealer/ Authorized Agent,In effect,TBKA004 | Choam Kravien | Choam Kravien | 0712266338 | TBK | Tboung Khmum | Tboung Khmum
TBKA005,Dar,Dar,060744744,TBK,Tboung Khmum,Tboung Khmum,Authorized Dealer/ Authorized Agent,In effect,TBKA005 | Dar | Dar | 060744744 | TBK | Tboung Khmum | Tboung Khmum
TBKA006,Rumchek,Rumchek,0977161141,TBK,Tboung Khmum,Tboung Khmum,Authorized Dealer/ Authorized Agent,In effect,TBKA006 | Rumchek | Rumchek | 0977161141 | TBK | Tboung Khmum | Tboung Khmum
TBKA008,Kaong Kang,Kaong Kang,0888574737,TBK,Tboung Khmum,Tboung Khmum,Authorized Dealer/ Authorized Agent,In effect,TBKA008 | Kaong Kang | Kaong Kang | 0888574737 | TBK | Tboung Khmum | Tboung Khmum
TBKA009,Trapeang Phlong,Trapeang Phlong,0884540504,TBK,Tboung Khmum,Tboung Khmum,Authorized Dealer/ Authorized Agent,In effect,TBKA009 | Trapeang Phlong | Trapeang Phlong | 0884540504 | TBK | Tboung Khmum | Tboung Khmum
TBKA010,Dambae,Dambae,0715000544,TBK,Tboung Khmum,Tboung Khmum,Authorized Dealer/ Authorized Agent,In effect,TBKA010 | Dambae | Dambae | 0715000544 | TBK | Tboung Khmum | Tboung Khmum
TBKA011,Chong Cheach,Chong Cheach,0975645656,TBK,Tboung Khmum,Tboung Khmum,Authorized Dealer/ Authorized Agent,In effect,TBKA011 | Chong Cheach | Chong Cheach | 0975645656 | TBK | Tboung Khmum | Tboung Khmum
TBKA012,Chhuk,Chhuk,0713223344,TBK,Tboung Khmum,Tboung Khmum,Authorized Dealer/ Authorized Agent,In effect,TBKA012 | Chhuk | Chhuk | 0713223344 | TBK | Tboung Khmum | Tboung Khmum
TBKA013,Chumnik,Chumnik,0979840645,TBK,Tboung Khmum,Tboung Khmum,Authorized Dealer/ Authorized Agent,In effect,TBKA013 | Chumnik | Chumnik | 0979840645 | TBK | Tboung Khmum | Tboung Khmum
TBKA014,Trea,Trea,0887088800,TBK,Tboung Khmum,Tboung Khmum,Authorized Dealer/ Authorized Agent,In effect,TBKA014 | Trea | Trea | 0887088800 | TBK | Tboung Khmum | Tboung Khmum
TBKA015,Chak,Chak,0887233382,TBK,Tboung Khmum,Tboung Khmum,Authorized Dealer/ Authorized Agent,In effect,TBKA015 | Chak | Chak | 0887233382 | TBK | Tboung Khmum | Tboung Khmum
TBKA016,Kraek,Kraek,0978885861,TBK,Tboung Khmum,Tboung Khmum,Authorized Dealer/ Authorized Agent,In effect,TBKA016 | Kraek | Kraek | 0978885861 | TBK | Tboung Khmum | Tboung Khmum
TBKA017,Kor 01,Kor 01,0976451168,TBK,Tboung Khmum,Tboung Khmum,Authorized Dealer/ Authorized Agent,In effect,TBKA017 | Kor 01 | Kor 01 | 0976451168 | TBK | Tboung Khmum | Tboung Khmum
TBKA018,Choam Ta Mau,Choam Ta Mau,0886768706,TBK,Tboung Khmum,Tboung Khmum,Authorized Dealer/ Authorized Agent,In effect,TBKA018 | Choam Ta Mau | Choam Ta Mau | 0886768706 | TBK | Tboung Khmum | Tboung Khmum
TBKA019,Chob,Chob,0979696886,TBK,Tboung Khmum,Tboung Khmum,Authorized Dealer/ Authorized Agent,In effect,TBKA019 | Chob | Chob | 0979696886 | TBK | Tboung Khmum | Tboung Khmum
TBKA020,Peam Chileang,Peam Chileang,0974912222,TBK,Tboung Khmum,Tboung Khmum,Authorized Dealer/ Authorized Agent,In effect,TBKA020 | Peam Chileang | Peam Chileang | 0974912222 | TBK | Tboung Khmum | Tboung Khmum
TBKA021,Sralab,Sralab,0972588168,TBK,Tboung Khmum,Tboung Khmum,Authorized Dealer/ Authorized Agent,In effect,TBKA021 | Sralab | Sralab | 0972588168 | TBK | Tboung Khmum | Tboung Khmum
TBKA022,Kor 02,Kor 02,0978785059,TBK,Tboung Khmum,Tboung Khmum,Authorized Dealer/ Authorized Agent,In effect,TBKA022 | Kor 02 | Kor 02 | 0978785059 | TBK | Tboung Khmum | Tboung Khmum
TBKP001,Suong,Suong,0319777797,TBK,Tboung Khmum,Tboung Khmum,Post office,In effect,TBKP001 | Suong | Suong | 0319777797 | TBK | Tboung Khmum | Tboung Khmum
TBKS001,Suong,Suong,,TBK,Tboung Khmum,Tboung Khmum,Post office,In effect,TBKS001 | Suong | Suong | TBK | Tboung Khmum | Tboung Khmum
TBKS002,Kraek,Kraek,,TBK,Tboung Khmum,Tboung Khmum,Post office,In effect,TBKS002 | Kraek | Kraek | TBK | Tboung Khmum | Tboung Khmum
TBKS003,Memut,Memut,,TBK,Tboung Khmum,Tboung Khmum,Post office,In effect,TBKS003 | Memut | Memut | TBK | Tboung Khmum | Tboung Khmum
TBKS004,Ampil Ta Pok,Ampil Ta Pok,,TBK,Tboung Khmum,Tboung Khmum,Post office,In effect,TBKS004 | Ampil Ta Pok | Ampil Ta Pok | TBK | Tboung Khmum | Tboung Khmum
THOA001,Srayouv,Srayouv,,THO,Kampong Thom,Kampong Thom,Authorized Dealer/ Authorized Agent,In effect,THOA001 | Srayouv | Srayouv | THO | Kampong Thom | Kampong Thom
THOA002,Sou Young,Sou Young,0979678777,THO,Kampong Thom,Kampong Thom,Authorized Dealer/ Authorized Agent,In effect,THOA002 | Sou Young | Sou Young | 0979678777 | THO | Kampong Thom | Kampong Thom
THOA003,Triel,Triel,0889900252,THO,Kampong Thom,Kampong Thom,Authorized Dealer/ Authorized Agent,In effect,THOA003 | Triel | Triel | 0889900252 | THO | Kampong Thom | Kampong Thom
THOA004,Baray,Baray,090235666,THO,Kampong Thom,Kampong Thom,Authorized Dealer/ Authorized Agent,In effect,THOA004 | Baray | Baray | 090235666 | THO | Kampong Thom | Kampong Thom
THOA005,Bak Sna,Bak Sna,0977557199,THO,Kampong Thom,Kampong Thom,Authorized Dealer/ Authorized Agent,In effect,THOA005 | Bak Sna | Bak Sna | 0977557199 | THO | Kampong Thom | Kampong Thom
THOA006,Tbaeng,Tbaeng,,THO,Kampong Thom,Kampong Thom,Authorized Dealer/ Authorized Agent,In effect,THOA006 | Tbaeng | Tbaeng | THO | Kampong Thom | Kampong Thom
THOA007,Tang Krasang,Tang Krasang,090834810,THO,Kampong Thom,Kampong Thom,Authorized Dealer/ Authorized Agent,In effect,THOA007 | Tang Krasang | Tang Krasang | 090834810 | THO | Kampong Thom | Kampong Thom
THOA008,San Ko,San Ko,0975120190,THO,Kampong Thom,Kampong Thom,Authorized Dealer/ Authorized Agent,In effect,THOA008 | San Ko | San Ko | 0975120190 | THO | Kampong Thom | Kampong Thom
THOA009,Tum Ring,Tum Ring,066687713,THO,Kampong Thom,Kampong Thom,Authorized Dealer/ Authorized Agent,In effect,THOA009 | Tum Ring | Tum Ring | 066687713 | THO | Kampong Thom | Kampong Thom
THOA010,Kraya,Kraya,0883588806,THO,Kampong Thom,Kampong Thom,Authorized Dealer/ Authorized Agent,In effect,THOA010 | Kraya | Kraya | 0883588806 | THO | Kampong Thom | Kampong Thom
THOA011,Sala Visai,Sala Visai,068848840,THO,Kampong Thom,Kampong Thom,Authorized Dealer/ Authorized Agent,In effect,THOA011 | Sala Visai | Sala Visai | 068848840 | THO | Kampong Thom | Kampong Thom
THOA013,Chhuk,Chhuk,,THO,Kampong Thom,Kampong Thom,Authorized Dealer/ Authorized Agent,In effect,THOA013 | Chhuk | Chhuk | THO | Kampong Thom | Kampong Thom
THOA014,Krava,Krava,0972163303,THO,Kampong Thom,Kampong Thom,Authorized Dealer/ Authorized Agent,In effect,THOA014 | Krava | Krava | 0972163303 | THO | Kampong Thom | Kampong Thom
